brand,processor_brand,processor,gen,ram,ssd,hdd,os,os_bit,gpu,warranty,Touchscreen,msoffice,rating,Price,Number of Ratings,Number of Reviews
6,1,3,1,16,1024,0,2,1,4,1,0,0,4,129990,14,3
4,1,3,1,16,1024,0,2,1,0,0,1,0,3,149999,0,0
6,1,3,2,16,1024,0,2,1,3,3,0,0,4,139990,4,2
7,1,3,1,16,1024,0,2,1,3,0,0,0,4,129990,54,7
4,1,3,1,16,1024,0,2,1,4,0,0,1,3,171990,0,0
3,1,3,1,16,1024,0,2,1,1,0,0,1,4,93955,4,0
1,1,3,0,16,1024,0,2,1,4,3,0,0,3,234990,0,0
4,1,3,1,16,1024,0,2,1,0,0,1,1,3,128500,3,1
5,1,3,1,16,1024,0,2,1,0,0,1,1,4,102990,16,2
1,1,3,1,16,1024,0,2,1,0,0,1,0,4,119990,8,1
1,1,3,1,16,1024,0,2,0,3,3,0,0,3,120980,0,0
1,1,3,1,16,1024,0,2,0,3,0,0,0,4,157249,7,0
5,1,3,6,16,1024,0,2,1,2,3,0,0,3,229900,0,0
1,1,3,1,16,1024,0,2,1,3,0,0,0,3,131500,0,0
1,1,3,0,16,1024,0,2,1,0,3,0,0,5,154990,3,0
1,1,3,0,16,1024,0,2,1,0,3,0,0,3,165990,0,0
5,1,3,0,16,1024,0,2,1,0,3,0,0,2,119990,2,1
1,1,3,0,16,1024,0,2,1,0,3,0,0,3,167990,0,0
4,1,3,1,16,1024,0,2,1,0,0,1,0,3,165000,0,0
2,1,3,0,16,1024,0,2,1,0,3,0,0,3,62990,207,49
5,1,3,1,16,1024,0,2,1,0,0,0,1,3,85990,7,2
4,1,3,1,16,1024,0,2,1,1,0,0,1,3,94990,0,0
4,1,3,1,16,1024,0,2,1,3,0,0,1,3,136990,0,0
5,1,3,0,16,1024,0,2,1,4,0,0,1,3,234990,0,0
7,1,3,0,16,2048,0,2,1,4,0,0,0,3,159990,4,0
1,1,3,0,16,2048,0,2,1,0,3,0,0,3,233990,0,0
1,1,3,0,16,0,1024,2,1,1,3,0,0,3,93990,0,0
4,1,3,5,16,128,1024,2,1,2,0,0,0,3,116941,0,0
6,1,3,0,8,256,1024,2,1,2,1,0,0,4,63990,794,83
1,1,3,0,16,256,1024,2,1,2,3,0,0,4,66990,25,4
1,1,3,1,16,256,1024,2,0,0,3,0,0,3,82500,0,0
7,1,3,0,16,256,1024,2,1,3,0,0,0,4,119990,2038,313
6,1,3,0,16,256,1024,2,1,2,2,0,0,3,159990,0,0
1,1,3,5,16,256,1024,2,1,0,3,0,0,3,98912,0,0
7,1,3,1,16,512,1024,2,1,2,0,0,0,4,92990,214,37
7,1,3,1,16,512,1024,2,0,3,0,0,0,4,119990,342,54
7,1,4,1,32,1024,0,2,1,4,0,0,0,3,169990,0,0
7,1,4,1,16,1024,0,2,1,3,0,0,0,3,139990,0,0
6,1,4,1,16,1024,0,2,1,3,3,0,0,3,192990,0,0
1,1,4,2,16,1024,0,2,1,3,3,0,0,3,299990,0,0
1,1,4,0,16,1024,0,2,1,3,0,1,0,4,269990,8,1
1,1,4,1,16,1024,0,2,1,3,0,0,0,3,139990,0,0
5,1,4,0,16,1024,0,2,0,4,3,0,0,3,265998,0,0
1,1,4,1,16,3072,0,2,0,3,0,0,0,5,441990,1,1
6,1,2,0,8,0,512,0,0,2,3,0,0,4,86990,218,27
6,1,2,0,8,0,512,0,0,3,3,0,0,4,109990,78,16
6,1,2,0,8,0,512,0,0,2,3,0,0,4,109590,5,2
1,1,3,0,16,0,512,0,0,3,3,0,0,3,146490,2,1
0,2,5,0,8,256,0,1,1,0,0,0,0,4,85990,6725,629
0,2,5,0,8,256,0,1,1,0,0,0,0,4,112990,640,70
0,2,5,0,16,256,0,1,1,0,0,0,0,4,104990,45,4
0,2,5,0,16,256,0,1,1,0,0,0,0,4,132990,640,70
0,2,5,0,16,512,0,1,1,0,0,0,0,4,149990,640,70
0,2,5,0,8,512,0,1,1,0,0,0,0,4,125990,399,45
0,2,5,0,8,512,0,1,1,0,0,0,0,4,103990,809,91
0,2,5,0,8,512,0,1,1,0,0,0,0,4,101990,809,91
0,2,5,0,8,512,0,1,1,0,0,0,0,4,104990,6725,629
0,2,5,0,8,512,0,1,1,0,0,0,0,4,131990,399,45
0,2,5,0,16,512,0,1,1,0,0,0,0,4,128990,45,4
0,2,5,0,16,512,0,1,1,0,0,0,0,4,184990,42,8
0,2,5,0,16,512,0,1,1,0,0,0,0,4,225990,42,8
0,2,5,0,4,512,0,1,1,0,0,0,0,4,124990,45,4
0,2,5,0,8,1024,0,1,1,0,0,0,0,4,149990,640,70
0,2,5,0,16,1024,0,1,1,0,0,0,0,4,169990,640,70
0,2,5,0,16,1024,0,1,1,0,0,0,0,4,225990,42,8
0,2,5,0,16,1024,0,1,1,0,0,0,0,4,243990,42,8
0,2,5,0,32,1024,0,1,1,0,0,0,0,5,309990,3,1
1,1,6,7,4,0,512,2,1,0,3,0,0,3,45990,0,0
1,1,6,7,4,128,0,2,0,0,3,1,0,3,58100,0,0
1,1,6,7,8,256,0,2,1,0,0,1,0,3,62990,0,0
4,1,6,7,8,256,0,2,1,0,0,0,1,4,32990,77,9
1,1,6,7,4,256,0,2,1,0,0,0,1,4,33990,6,0
7,1,6,7,4,256,0,2,1,0,0,0,0,4,30990,465,89
3,1,6,7,4,256,0,2,1,0,0,0,0,4,36000,102,16
1,1,6,7,4,256,0,2,1,0,0,0,1,4,32990,7,1
3,1,6,7,4,256,0,2,1,0,0,0,0,3,35990,0,0
1,1,6,7,4,0,1024,2,1,0,3,0,0,3,27990,0,0
1,1,6,7,4,0,1024,2,1,0,0,0,0,3,25990,4741,658
1,1,6,7,4,0,1024,2,1,0,0,0,0,3,25990,2736,350
1,1,6,7,4,0,1024,2,1,0,3,0,0,3,30780,0,0
4,0,7,7,8,256,0,2,1,0,0,0,0,4,37990,2214,241
1,0,7,7,8,256,0,2,1,0,0,0,0,4,35990,2886,375
3,0,7,7,8,256,0,2,1,0,3,0,0,4,39490,34,4
3,0,7,7,8,256,0,2,1,0,3,0,0,4,36990,137,15
3,0,7,7,8,256,0,2,1,0,0,0,0,4,39990,7,0
1,0,7,7,4,256,0,2,1,0,0,0,0,4,33690,170,26
3,0,7,7,8,256,0,2,1,0,3,0,0,3,40590,0,0
1,0,7,7,4,256,0,2,1,0,0,0,0,4,37990,39,3
1,0,7,7,4,256,0,2,1,0,0,0,1,4,34500,2886,375
7,0,7,7,8,512,0,2,1,0,0,0,0,4,36990,11,2
4,0,7,7,8,512,0,2,1,0,3,0,0,4,43490,163,33
4,0,7,7,8,512,0,2,1,0,0,0,1,4,41490,153,21
7,0,7,7,4,512,0,2,1,0,3,0,0,3,34990,0,0
4,0,7,7,4,512,0,2,1,0,0,0,1,4,44490,267,42
3,0,7,7,4,512,0,2,1,0,3,0,0,3,40590,0,0
3,0,7,7,8,512,0,2,1,0,3,0,0,3,42090,3,0
3,0,7,7,8,0,1024,2,1,0,0,0,1,4,35990,59,12
4,0,7,7,8,0,1024,2,1,0,0,0,1,4,39490,7291,895
3,0,7,7,8,0,1024,2,1,0,3,0,0,4,37390,38,5
3,0,7,7,4,0,1024,2,1,0,0,0,1,3,52632,0,0
3,0,7,7,4,0,1024,2,1,0,0,0,1,4,39990,409,39
3,0,7,7,4,0,1024,2,1,0,0,0,0,3,43990,0,0
4,0,7,7,4,0,1024,2,1,0,0,0,0,4,32917,353,58
5,0,7,7,4,0,1024,2,1,0,3,0,0,3,34990,38,6
3,0,7,7,8,0,1024,2,1,0,3,0,0,3,39990,18,4
4,0,7,7,8,256,1024,2,1,0,0,0,1,4,41999,3524,432
3,0,8,7,8,256,0,2,1,0,0,0,1,4,41990,939,107
3,0,8,7,8,256,0,2,1,0,0,0,0,4,44490,14,1
3,0,8,7,8,256,0,2,1,0,0,0,1,4,41990,649,84
3,0,8,7,8,256,0,2,1,0,0,0,1,4,44490,8,2
6,0,8,7,4,256,0,2,1,0,0,0,0,3,49990,0,0
3,0,8,7,4,256,0,2,1,0,0,0,0,4,44390,276,24
4,0,8,7,8,512,0,2,1,2,0,0,0,4,57990,4740,532
5,0,8,7,8,512,0,2,1,2,0,0,1,4,56990,162,15
5,0,8,7,8,512,0,2,1,0,0,0,0,4,48990,219,27
4,0,8,7,8,512,0,2,1,0,0,0,1,4,49970,193,28
6,0,8,7,8,512,0,2,1,0,3,0,0,4,47990,562,89
4,0,8,7,8,512,0,2,1,0,0,0,1,4,48990,45,5
7,0,8,7,8,512,0,2,1,0,0,0,0,4,53990,7,0
5,0,8,7,8,512,0,2,1,0,0,0,1,4,52990,39,5
7,0,8,7,8,512,0,2,1,0,0,0,0,3,43990,0,0
5,0,8,7,8,512,0,2,1,2,3,0,0,4,59490,92,10
6,0,8,7,8,512,0,2,1,2,3,0,0,4,64990,469,80
3,0,8,7,8,512,0,2,1,0,3,0,0,2,47490,2,1
4,0,8,7,8,512,0,2,1,2,0,0,0,4,59990,1978,188
5,0,8,7,8,512,0,2,1,2,3,0,0,4,69990,9,0
4,0,8,7,8,512,0,2,1,2,0,0,0,4,58990,1049,134
3,0,8,7,8,512,0,2,1,0,0,0,0,4,59490,74,18
4,0,8,7,16,512,0,2,1,0,0,0,1,4,67500,196,19
4,0,8,7,8,512,0,2,0,0,3,0,0,4,48990,17,1
1,0,8,7,8,512,0,2,1,0,0,1,1,4,62450,172,36
1,0,8,7,8,512,0,2,1,0,0,0,0,4,58990,324,34
4,0,8,7,8,512,0,2,1,0,0,0,1,4,57999,86,15
1,0,8,7,16,512,0,2,1,0,3,0,0,4,56990,4,1
4,0,8,7,8,512,0,2,1,2,0,0,1,4,72990,16,4
4,0,8,7,16,512,0,2,1,0,0,0,1,4,65990,104,18
4,0,8,7,16,512,0,2,1,0,0,1,1,3,98020,0,0
4,0,8,7,16,512,0,2,1,1,0,0,1,4,63990,90,13
1,0,8,7,8,512,0,2,0,0,0,0,1,4,49890,6,1
3,0,8,7,8,512,0,2,1,0,0,0,1,4,49990,47,7
3,0,8,7,8,512,0,2,1,0,0,0,1,3,59490,0,0
4,0,8,7,8,512,0,2,1,0,0,1,1,4,73999,206,27
3,0,8,7,4,512,0,2,1,0,0,0,1,4,60990,183,42
3,0,8,7,4,512,0,2,1,3,3,0,0,4,76190,358,64
5,0,8,7,4,512,0,2,1,0,2,1,1,3,74798,0,0
1,0,8,7,4,512,0,2,1,0,0,0,0,4,58990,88,13
4,0,8,7,4,512,0,2,0,2,3,0,0,3,68100,0,0
5,0,8,7,4,512,0,2,1,0,0,1,1,3,77990,0,0
4,0,8,7,4,512,0,2,1,0,0,0,1,4,55090,364,52
1,0,8,7,4,512,0,2,1,0,3,1,0,3,91990,0,0
4,0,8,7,4,512,0,2,1,0,0,0,1,3,84208,0,0
7,0,8,7,4,512,0,2,1,0,0,0,0,4,44990,313,39
4,0,8,7,4,512,0,2,1,0,0,0,1,4,53490,826,118
5,0,8,7,4,512,0,2,1,2,3,0,0,3,76498,0,0
3,0,8,7,4,512,0,2,1,2,0,0,0,3,98920,0,0
6,0,8,7,4,512,0,2,1,0,3,0,0,4,54990,1410,203
7,0,8,7,4,512,0,2,1,0,0,0,0,4,49990,47,6
4,0,8,7,4,512,0,2,0,0,3,0,0,3,52380,0,0
7,0,8,7,4,512,0,2,1,0,0,0,0,4,49990,6,1
4,0,8,7,4,512,0,2,1,0,0,0,1,4,52500,741,67
1,0,8,7,4,512,0,2,1,0,0,0,1,4,49990,14,2
7,0,8,7,4,512,0,2,1,0,0,0,0,3,75999,0,0
1,0,8,7,4,512,0,2,1,0,0,0,0,3,80990,0,0
5,0,8,7,4,512,0,2,0,0,0,0,0,3,59900,3,0
4,0,8,7,4,512,0,2,1,0,0,0,1,4,54590,349,69
3,0,8,7,4,512,0,2,1,0,0,1,1,3,75500,0,0
4,0,8,7,8,512,0,2,1,0,0,0,1,4,51890,519,48
1,0,8,7,16,512,0,2,1,0,0,0,0,2,78000,3,0
4,0,8,7,16,512,0,2,1,0,0,0,1,4,59999,19,1
4,0,8,7,8,512,0,2,1,2,0,0,1,3,64990,8,1
3,0,8,7,4,1024,0,2,0,0,3,0,0,4,57900,3,1
5,0,8,7,4,1024,0,2,1,0,2,1,1,3,81978,0,0
4,0,8,7,4,0,1024,2,1,2,0,0,0,4,59990,1480,151
3,0,8,7,8,256,1024,2,1,0,3,0,0,4,49490,31,3
1,0,8,7,8,256,1024,2,1,0,0,0,0,4,54990,18,3
5,0,8,7,8,256,1024,2,1,2,3,0,0,4,68500,271,24
1,0,8,7,8,256,1024,2,1,0,0,0,0,4,54990,49,6
1,0,8,7,8,256,1024,2,0,0,0,0,1,4,54990,474,65
5,0,8,7,8,256,1024,2,1,0,0,0,1,4,63990,861,116
4,0,8,7,4,256,1024,2,1,2,0,0,0,4,80000,34,6
3,0,8,7,4,256,1024,2,0,0,3,0,0,3,51990,0,0
1,0,8,7,4,256,1024,2,1,0,0,0,1,4,62990,165,34
4,0,8,7,4,256,1024,2,1,0,0,0,0,4,52990,698,74
1,0,8,7,4,256,1024,2,1,0,0,0,1,3,75100,0,0
1,0,9,7,16,512,0,2,0,2,3,0,0,4,76990,22,3
1,0,9,7,16,512,0,2,1,2,0,0,0,3,79990,0,0
1,0,9,7,8,512,0,2,1,2,3,0,0,4,71990,144,16
1,0,9,7,8,512,0,2,1,2,3,0,0,4,71990,1810,235
5,0,9,7,16,512,0,2,1,2,0,0,1,4,99990,26,1
1,0,9,7,16,512,0,2,1,0,0,0,0,3,79990,0,0
3,0,9,7,16,512,0,2,1,2,0,0,0,3,93990,0,0
1,0,9,7,16,512,0,2,1,2,3,0,0,4,82990,1067,145
1,0,9,7,4,512,0,2,1,2,3,0,0,3,106990,0,0
1,0,9,7,4,512,0,2,1,0,0,0,0,4,92990,25,4
5,1,9,7,4,512,0,2,0,2,2,0,1,3,81490,0,0
1,0,9,7,4,512,0,2,1,0,0,0,1,3,56990,0,0
6,0,9,7,4,512,0,2,1,0,3,0,0,3,64990,0,0
5,0,9,7,4,512,0,2,1,0,0,0,1,4,60990,530,69
5,0,9,7,4,512,0,2,1,2,0,0,1,3,84988,0,0
4,0,9,7,4,512,0,2,1,2,0,0,0,4,90990,273,40
1,0,9,7,4,512,0,2,1,0,0,0,0,4,63990,77,7
5,0,9,7,4,512,0,2,1,0,0,0,1,4,63990,105,10
4,0,9,7,4,512,0,2,1,0,0,0,1,4,57999,44,5
1,0,9,7,4,512,0,2,0,2,3,0,0,3,72400,0,0
5,0,9,7,4,512,0,2,1,0,0,1,0,4,78990,6,0
7,0,9,7,4,512,0,2,1,0,0,0,0,3,59990,0,0
1,0,9,7,4,512,0,2,0,2,0,0,0,3,111990,0,0
4,0,9,7,4,512,0,2,0,0,3,1,0,3,109000,0,0
3,0,9,7,4,512,0,2,1,3,3,0,0,4,89990,191,27
5,0,9,7,4,512,0,2,1,0,2,1,1,3,78988,0,0
5,0,9,7,4,512,0,2,1,2,3,0,0,3,73138,4,1
5,0,9,7,4,512,0,2,1,2,0,0,0,3,106990,0,0
1,0,9,7,4,512,0,2,0,2,3,0,0,3,79990,0,0
3,0,9,7,4,512,0,2,1,0,0,1,1,3,89570,0,0
4,0,9,7,4,512,0,2,1,0,0,0,1,4,68500,134,22
5,0,9,7,16,512,0,2,1,0,0,0,0,3,73400,0,0
4,0,9,7,16,512,0,2,1,1,0,0,1,3,79990,23,6
4,0,9,7,16,512,0,2,1,2,0,0,1,2,84990,4,2
6,0,9,7,16,1024,0,2,1,4,0,0,0,4,99990,108,24
1,0,9,7,8,1024,0,2,1,2,3,0,0,4,72990,198,24
4,0,9,7,16,1024,0,2,1,0,0,1,1,3,92990,0,0
4,0,9,7,16,1024,0,2,1,0,0,0,1,3,84190,0,0
1,0,9,7,16,1024,0,2,1,0,3,1,0,3,112990,0,0
1,0,9,7,4,1024,0,2,0,2,0,0,0,3,114990,0,0
7,0,9,7,4,1024,0,2,1,2,0,0,0,3,99990,0,0
1,0,9,7,4,1024,0,2,0,2,3,0,0,4,95990,57,3
4,0,9,7,4,1024,0,2,1,4,0,0,0,4,159990,17,2
1,0,9,7,4,1024,0,2,1,0,0,0,1,3,76990,0,0
5,0,9,7,4,1024,0,2,1,3,0,0,1,3,130990,0,0
1,0,9,7,4,1024,0,2,1,0,0,0,0,3,99990,0,0
1,0,9,7,4,1024,0,2,1,2,3,0,0,3,112990,0,0
5,0,9,7,4,1024,0,2,1,0,0,0,1,3,77988,0,0
1,0,9,7,4,1024,0,2,1,0,0,0,1,5,76000,1,1
1,0,9,7,4,1024,0,2,1,2,0,1,0,4,99990,77,15
1,0,9,7,4,1024,0,2,1,0,0,0,0,3,111000,0,0
1,0,9,7,16,1024,0,2,1,0,0,0,1,3,84970,2,1
4,0,9,7,16,256,1024,2,1,2,0,0,1,4,75990,1084,123
7,0,9,7,16,256,1024,2,1,3,0,0,0,4,89990,272,36
7,0,9,7,16,256,1024,2,1,2,3,0,0,4,81990,141,24
5,0,9,7,4,512,1024,2,0,0,3,0,0,3,80490,0,0
1,0,10,7,16,1024,0,2,1,3,0,0,0,3,135990,0,0
1,0,10,7,16,1024,0,2,0,0,0,0,0,4,154990,194,42
1,0,10,7,16,1024,0,2,1,4,0,0,1,4,199990,9,2
1,0,10,7,16,1024,0,2,1,2,3,0,0,4,114990,28,4
1,0,10,7,16,1024,0,2,1,3,0,0,1,4,129990,204,35
1,0,10,7,16,1024,0,2,1,2,0,1,1,4,114990,32,6
6,0,10,7,4,1024,0,2,1,0,3,0,0,3,146990,0,0
1,0,10,7,4,1024,0,2,1,0,0,0,0,4,104990,14,2
1,0,10,7,4,1024,0,2,1,2,0,1,0,4,114990,14,1
1,0,10,7,4,1024,0,2,1,2,0,1,1,5,124990,3,0
1,0,10,7,4,1024,0,2,1,0,3,1,0,3,134990,0,0
4,0,10,7,4,1024,0,2,1,4,0,0,1,3,141990,0,0
1,0,10,7,4,1024,0,2,1,0,0,0,0,3,129990,0,0
1,0,10,7,4,1024,0,2,1,2,0,1,1,4,142990,4,1
1,0,10,7,4,1024,0,2,1,0,0,0,0,3,121990,0,0
1,0,10,7,4,1024,0,2,1,2,0,1,1,4,124990,44,12
1,0,10,7,4,1024,0,2,1,3,3,0,0,4,141990,61,13
1,0,10,7,4,1024,0,2,1,2,0,0,0,3,162990,0,0
1,0,10,7,4,1024,0,2,1,0,0,0,0,3,130500,0,0
1,0,10,7,4,1024,0,2,1,2,3,0,0,3,116990,0,0
1,0,10,7,4,1024,0,2,0,3,3,0,0,3,138990,0,0
1,0,10,7,4,1024,0,2,1,2,0,1,1,3,234990,0,0
1,0,10,7,4,1024,0,2,1,0,0,0,0,3,135990,0,0
1,0,10,7,4,1024,0,2,1,0,0,0,0,3,144990,0,0
1,0,10,7,4,1024,0,2,1,2,0,0,0,3,149990,0,0
1,0,10,7,4,1024,0,2,1,2,0,0,0,3,142990,0,0
5,0,8,0,8,512,0,0,1,0,3,0,0,4,57490,18,4
